num,time
2770,0.000010
2777,0.000010
2781,0.000010
2787,0.000010
2789,0.000010
2798,0.000010
2802,0.000010
2806,0.000010
2810,0.000010
2817,0.000010
2821,0.000010
2825,0.000010
2832,0.000010
2835,0.000010
2839,0.000010
2843,0.000010
2846,0.000010
2848,0.000010
2852,0.000010
2855,0.000010
2859,0.000010
2863,0.000010
2867,0.000010
2871,0.000010
2878,0.000010
2882,0.000010
2893,0.000010
2897,0.000010
2901,0.000010
2906,0.000029
2909,0.000011
2911,0.000005
2913,0.000005
2917,0.000010
2919,0.000005
2921,0.000005
2925,0.000010
2937,0.000010
2941,0.000010
2943,0.000011
2944,0.000020
2946,0.000010
2948,0.000010
2958,0.000010
2965,0.000010
2969,0.000010
2973,0.000010
2988,0.000010
2991,0.000010
2998,0.000010
3002,0.000010
3006,0.000010
3010,0.000010
3017,0.000010
3021,0.000010
3025,0.000010
3029,0.000010
3034,0.000012
3037,0.000008
3041,0.000010
3045,0.000010
3055,0.000010
3059,0.000010
3067,0.000011
3074,0.000010
3079,0.000012
3083,0.000008
3087,0.000010
3095,0.000010
3099,0.000010
3103,0.000010
3115,0.000010
3147,0.000012
3150,0.000008
3157,0.000010
3161,0.000010
3169,0.000010
3176,0.000010
3187,0.000010
3198,0.000010
3209,0.000010
3213,0.000010
3217,0.000010
3221,0.000010
3225,0.000010
3232,0.000010
3240,0.000010
3247,0.000010
3251,0.000010
3263,0.000010
3271,0.000010
3276,0.000010
3287,0.000010
3294,0.000010
3298,0.000010
3301,0.000010
3305,0.000010
3309,0.000010
3313,0.000010
3320,0.000010
3324,0.000010
3331,0.000010
3336,0.000011
3339,0.000009
3347,0.000010
3351,0.000010
3354,0.000010
3358,0.000010
3364,0.000015
3368,0.000010
3375,0.000010
3384,0.000010
3392,0.000010
3396,0.000010
3400,0.000010
3404,0.000010
3408,0.000010
3412,0.000010
3415,0.000010
3419,0.000010
3423,0.000010
3427,0.000010
3431,0.000010
3435,0.000010
3439,0.000010
3452,0.000008
3459,0.000010
3463,0.000010
3467,0.000010
3470,0.000010
3477,0.000009
3479,0.000010
3482,0.000010
3487,0.000010
3491,0.000010
3495,0.000010
3499,0.000010
3503,0.000010
3507,0.000010
3522,0.000010
3526,0.000010
3540,0.000009
3544,0.000011
3552,0.000010
3554,0.000005
3564,0.000005
3568,0.000010
3570,0.000005
3574,0.000010
3581,0.000010
3585,0.000010
3589,0.000010
3599,0.000010
3607,0.000010
3611,0.000010
3615,0.000010
3619,0.000010
3623,0.000010
3627,0.000010
3630,0.000010
3634,0.000010
3649,0.000010
3653,0.000010
3657,0.000010
3661,0.000010
3668,0.000010
3687,0.000010
3691,0.000010
3703,0.000010
3715,0.000010
3718,0.000010
3723,0.000010
3727,0.000010
3735,0.000010
3738,0.000010
3742,0.000010
3748,0.000015
3755,0.000010
3761,0.000010
3763,0.000010
3768,0.000010
3771,0.000010
3775,0.000010
3779,0.000010
3785,0.000010
3790,0.000010
3797,0.000010
3801,0.000010
3805,0.000010
3809,0.000010
3817,0.000010
3824,0.000010
3830,0.000010
3832,0.000010
3834,0.000010
3837,0.000010
3844,0.000010
3855,0.000010
3863,0.000010
3865,0.000010
3867,0.000010
3869,0.000010
3875,0.000010
3881,0.000010
3887,0.000010
3889,0.000010
3892,0.000010
3902,0.000010
3904,0.000010
3909,0.000010
3913,0.000010
3914,0.000010
3918,0.000010
3921,0.000010
3923,0.000010
3928,0.000010
3930,0.000010
3932,0.000010
3935,0.000010
3941,0.000010
3943,0.000010
3946,0.000010
3951,0.000010
3955,0.000010
3961,0.000010
3968,0.000010
3970,0.000010
3977,0.000010
3984,0.000010
3994,0.000010
3996,0.000010
3998,0.000010
4003,0.000010
4006,0.000010
4008,0.000010
4015,0.000010
4018,0.000010
4021,0.000010
4023,0.000010
4041,0.000010
4045,0.000010
4047,0.000010
4049,0.000010
4052,0.000010
4059,0.000010
4062,0.000010
4066,0.000010
4071,0.000010
4076,0.000010
4078,0.000010
4079,0.000010
4083,0.000010
4085,0.000010
4087,0.000010
4092,0.000005
4094,0.000010
4097,0.000005
4103,0.000012
4105,0.000010
4109,0.000010
4111,0.000010
4113,0.000010
4116,0.000010
4119,0.000010
4120,0.000010
4122,0.000012
4124,0.000008
4127,0.000010
4130,0.000010
4134,0.000010
4138,0.000010
4142,0.000010
4146,0.000010
4150,0.000010
4154,0.000010
4164,0.000010
4171,0.000010
4175,0.000010
4178,0.000010
4188,0.000010
4191,0.000010
4195,0.000010
4199,0.000010
4203,0.000010
4209,0.000010
4220,0.000010
4227,0.000010
4236,0.000010
4238,0.000010
4241,0.000010
4243,0.000010
4246,0.000010
4249,0.000010
4251,0.000010
4258,0.000010
4268,0.000010
4272,0.000010
4278,0.000010
4282,0.000010
4288,0.000010
4292,0.000010
4295,0.000010
4298,0.000010
4302,0.000010
4310,0.000015
4317,0.000010
4324,0.000010
4327,0.000010
4331,0.000010
4334,0.000010
4337,0.000010
4340,0.000010
4342,0.000010
4348,0.000010
4352,0.000010
4359,0.000010
4362,0.000010
4365,0.000010
4372,0.000010
4376,0.000010
4379,0.000010
4387,0.000010
4391,0.000010
4398,0.000010
4406,0.000010
4412,0.000010
4416,0.000010
4420,0.000010
4424,0.000010
4431,0.000010
4434,0.000010
4440,0.000010
4443,0.000010
4448,0.000010
4450,0.000010
4455,0.000010
4458,0.000010
4462,0.000010
4464,0.000010
4467,0.000010
4470,0.000010
4481,0.000010
4487,0.000010
4492,0.000010
4497,0.000010
4505,0.000010
4509,0.000010
4513,0.000010
4516,0.000010
4520,0.000010
4524,0.000010
4528,0.000010
4532,0.000010
4538,0.000010
4542,0.000010
4551,0.000010
4554,0.000010
4561,0.000010
4564,0.000010
4571,0.000010
4575,0.000010
4579,0.000010
4587,0.000010
4591,0.000010
4595,0.000010
4605,0.000010
4610,0.000010
4613,0.000010
4616,0.000010
4618,0.000010
4622,0.000010
4625,0.000010
4629,0.000010
4632,0.000010
4636,0.000011
4640,0.000010
4644,0.000010
4651,0.000010
4658,0.000010
4661,0.000010
4665,0.000010
4669,0.000010
4673,0.000010
4688,0.000010
4692,0.000010
4696,0.000010
4700,0.000010
4704,0.000010
4708,0.000010
4712,0.000010
4715,0.000010
4719,0.000010
4723,0.000010
4731,0.000010
4739,0.000010
4750,0.000010
4754,0.000010
4758,0.000010
4762,0.000010
4766,0.000010
4770,0.000010
4776,0.000010
4778,0.000010
4781,0.000010
4785,0.000010
4788,0.000010
4791,0.000010
4802,0.000010
4806,0.000010
4809,0.000010
4813,0.000010
4816,0.000010
4818,0.000010
4821,0.000010
4823,0.000030
4829,0.000010
4831,0.000010
4833,0.000020
4835,0.000010
4836,0.000010
4838,0.000010
4840,0.000020
4842,0.000130
4844,0.000010
4848,0.000045
4852,0.000010
4855,0.000010
4864,0.000010
4866,0.000010
4868,0.000010
4870,0.000010
4872,0.000010
4875,0.000010
4881,0.000010
4889,0.000010
4895,0.000010
4897,0.000010
4898,0.000010
4900,0.000010
4901,0.000010
4903,0.000010
4910,0.000010
4911,0.000030
4914,0.000010
4918,0.000010
4920,0.000010
4922,0.000010
4924,0.000010
4927,0.000010
4934,0.000010
4937,0.000010
4941,0.000010
4950,0.000010
4951,0.000010
4953,0.000010
4955,0.000010
4957,0.000010
4959,0.000010
4961,0.000010
4963,0.000010
4965,0.000010
4967,0.000010
4969,0.000010
4971,0.000010
4973,0.000010
4975,0.000010
4977,0.000010
4982,0.000010
4985,0.000010
4987,0.000010
4990,0.000010
4992,0.000010
4994,0.000010
4996,0.000010
4998,0.000010
5000,0.000010
5002,0.000010
5004,0.000010
5007,0.000015
5009,0.000010
5011,0.000010
5013,0.000010
5015,0.000150
5017,0.000010
5019,0.000010
5022,0.000010
5027,0.000010
5029,0.000010
5031,0.000010
5033,0.000010
5035,0.000010
5044,0.000010
5048,0.000010
5051,0.000010
5055,0.000010
5066,0.000010
5069,0.000010
5083,0.000010
5086,0.000010
5090,0.000010
5097,0.000010
5101,0.000010
5108,0.000010
5111,0.000010
5115,0.000010
5122,0.000010
5129,0.000010
5132,0.000010
5135,0.000010
5140,0.000010
5143,0.000010
5146,0.000010
5154,0.000010
5156,0.000010
5158,0.000010
5159,0.000010
5162,0.000010
5164,0.000010
5166,0.000010
5168,0.000010
5172,0.000010
5174,0.000010
5176,0.000010
5178,0.000010
5187,0.000010
5193,0.000010
5200,0.000010
5205,0.000010
5209,0.000010
5221,0.000010
5225,0.000010
5232,0.000010
5253,0.000010
5256,0.000010
5260,0.000010
5264,0.000010
5268,0.000010
5271,0.000010
5276,0.000010
5280,0.000010
5284,0.000010
5291,0.000010
5299,0.000010
5307,0.000010
5314,0.000010
5317,0.000010
5324,0.000010
5335,0.000010
5347,0.000010
5351,0.000010
5355,0.000010
5359,0.000010
5374,0.000010
5378,0.000010
5382,0.000010
5386,0.000010
5390,0.000010
5394,0.000010
5405,0.000010
5409,0.000010
5413,0.000010
5421,0.000010
5437,0.000010
5440,0.000010
5446,0.000010
5449,0.000010
5452,0.000010
5455,0.000010
5459,0.000010
5463,0.000010
5466,0.000010
5469,0.000010
5473,0.000010
5476,0.000010
5483,0.000010
5487,0.000010
5490,0.000010
5493,0.000010
5496,0.000010
5503,0.000010
5506,0.000010
5510,0.000010
5512,0.000010
5515,0.000010
5519,0.000010
5526,0.000010
5537,0.000010
5540,0.000010
5544,0.000010
5550,0.000007
5553,0.000010
5556,0.000010
5577,0.000010
5585,0.000013
5593,0.000015
5597,0.000010
5605,0.000013
5612,0.000010
5616,0.000010
5620,0.000010
5631,0.000010
5635,0.000010
5643,0.000010
5645,0.000010
5652,0.000010
5656,0.000010
5659,0.000010
5663,0.000010
5666,0.000010
5673,0.000010
5677,0.000010
5684,0.000010
5691,0.000010
5695,0.000010
5701,0.000010
5708,0.000010
5712,0.000010
5715,0.000010
5737,0.000010
5740,0.000010
5744,0.000010
5748,0.000010
5752,0.000010
5766,0.000010
5770,0.000010
5776,0.000010
5779,0.000010
5786,0.000007
5797,0.000010
5804,0.000010
5811,0.000010
5814,0.000010
5818,0.000010
5825,0.000010
5832,0.000010
5839,0.000010
5846,0.000010
5861,0.000010
5872,0.000010
5876,0.000010
5884,0.000010
5888,0.000010
5892,0.000010
5896,0.000010
5900,0.000010
5927,0.000010
5931,0.000010
5935,0.000010
5943,0.000010
5946,0.000010
5950,0.000010
5954,0.000010
5976,0.000010
5980,0.000010
5984,0.000010
5996,0.000010
6003,0.000010
6007,0.000010
6011,0.000010
6015,0.000010
6022,0.000010
6026,0.000010
6030,0.000010
6038,0.000006
6042,0.000010
6046,0.000010
6050,0.000010
6054,0.000010
6058,0.000010
6065,0.000010
6069,0.000010
6073,0.000010
6080,0.000010
6084,0.000010
6091,0.000010
6095,0.000010
6099,0.000010
6114,0.000010
6125,0.000010
6133,0.000010
6140,0.000010
6145,0.000012
6148,0.000008
6152,0.000010
6156,0.000010
6160,0.000010
6168,0.000010
6172,0.000010
6176,0.000010
6183,0.000010
6198,0.000010
6207,0.000010
6210,0.000010
6218,0.000008
6222,0.000010
6230,0.000008
6234,0.000010
6238,0.000010
6242,0.000010
6250,0.000010
6254,0.000010
6258,0.000010
6262,0.000010
6266,0.000010
6270,0.000010
6281,0.000010
6285,0.000010
6308,0.000010
6312,0.000010
6316,0.000010
6320,0.000010
6324,0.000010
6328,0.000010
6332,0.000010
6340,0.000010
6350,0.000010
6382,0.000010
6397,0.000010
6405,0.000010
6409,0.000010
6421,0.000010
6428,0.000010
6432,0.000010
6436,0.000010
6440,0.000010
6443,0.000010
6447,0.000010
6450,0.000010
6454,0.000010
6458,0.000010
6461,0.000010
6465,0.000010
6469,0.000010
6476,0.000010
6486,0.000010
6489,0.000010
6493,0.000010
6497,0.000010
6501,0.000010
6509,0.000010
6516,0.000010
6520,0.000010
6531,0.000010
6541,0.000008
6550,0.000010
6558,0.000010
6561,0.000010
6565,0.000010
6572,0.000010
6576,0.000010
6579,0.000010
6583,0.000010
6590,0.000010
6594,0.000010
6596,0.000010
6599,0.000010
6603,0.000012
6609,0.000010
6613,0.000010
6616,0.000010
6627,0.000010
6631,0.000010
6638,0.000010
6641,0.000010
6645,0.000010
6649,0.000010
6652,0.000010
6662,0.000008
6669,0.000010
6676,0.000010
6683,0.000010
6690,0.000010
6694,0.000010
6697,0.000010
6704,0.000010
6713,0.000010
6717,0.000010
6720,0.000010
6723,0.000010
6727,0.000010
6731,0.000010
6735,0.000010
6746,0.000010
6750,0.000010
6762,0.000010
6766,0.000010
6770,0.000010
6784,0.000008
6787,0.000010
6791,0.000010
6798,0.000010
6802,0.000010
6806,0.000010
6810,0.000010
6818,0.000010
6828,0.000010
6842,0.000010
6845,0.000010
6848,0.000010
6853,0.000010
6858,0.000010
6861,0.000010
6864,0.000010
6868,0.000010
6870,0.000010
6876,0.000010
6878,0.000005
6880,0.000005
6887,0.000005
6893,0.000005
6896,0.000010
6899,0.000010
6901,0.000010
6906,0.000010
6909,0.000010
6917,0.000008
6921,0.000010
6928,0.000010
6932,0.000010
6940,0.000012
6946,0.000010
6950,0.000010
6953,0.000010
6957,0.000010
6965,0.000010
6973,0.000010
6980,0.000010
6988,0.000010
6996,0.000010
7000,0.000010
7005,0.000012
7007,0.000008
7011,0.000010
7015,0.000010
7019,0.000010
7023,0.000010
7030,0.000010
7033,0.000010
7040,0.000010
7044,0.000010
7054,0.000015
7057,0.000010
7066,0.000012
7069,0.000008
7073,0.000010
7077,0.000010
7084,0.000010
7095,0.000010
7103,0.000010
7107,0.000010
7111,0.000010
7115,0.000010
7119,0.000010
7123,0.000010
7129,0.000012
7132,0.000008
7136,0.000010
7140,0.000010
7144,0.000010
7148,0.000010
7152,0.000010
7155,0.000010
7156,0.000010
7159,0.000010
7163,0.000010
7167,0.000010
7174,0.000010
7182,0.000010
7186,0.000010
7196,0.000010
7200,0.000010
7226,0.000010
7234,0.000010
7238,0.000010
7242,0.000010
7247,0.000010
7255,0.000014
7257,0.000006
7261,0.000010
7265,0.000012
7268,0.000008
7280,0.000010
7284,0.000010
7288,0.000010
7292,0.000010
7303,0.000010
7315,0.000010
7319,0.000010
7326,0.000010
7331,0.000010
7335,0.000010
7337,0.000010
7341,0.000010
7344,0.000010
7355,0.000010
7359,0.000010
7367,0.000010
7371,0.000010
7375,0.000010
7379,0.000014
7385,0.000010
7392,0.000010
7398,0.000010
7410,0.000010
7414,0.000010
7425,0.000010
7441,0.000007
7444,0.000010
7448,0.000010
7451,0.000010
7455,0.000010
7459,0.000010
7463,0.000010
7475,0.000010
7486,0.000010
7493,0.000010
7497,0.000010
7501,0.000012
7504,0.000008
7508,0.000010
7523,0.000010
7534,0.000010
7541,0.000010
7549,0.000010
7557,0.000010
7569,0.000010
7573,0.000010
7577,0.000010
7590,0.000010
7594,0.000010
7598,0.000010
7602,0.000010
7606,0.000010
7610,0.000010
7614,0.000010
7618,0.000010
7622,0.000010
7630,0.000012
7632,0.000010
7640,0.000010
7644,0.000010
7649,0.000012
7652,0.000008
7659,0.000010
7663,0.000010
7667,0.000010
7671,0.000010
7675,0.000010
7679,0.000010
7683,0.000010
7687,0.000010
7689,0.000010
7691,0.000010
7698,0.000008
7702,0.000010
7710,0.000010
7714,0.000010
7718,0.000010
7737,0.000008
7745,0.000010
7748,0.000010
7751,0.000010
7755,0.000010
7759,0.000010
7762,0.000010
7771,0.000010
7790,0.000010
7794,0.000010
7798,0.000010
7804,0.000015
7806,0.000012
7810,0.000010
7814,0.000010
7826,0.000010
7834,0.000010
7841,0.000010
7845,0.000010
7853,0.000010
7856,0.000010
7860,0.000010
7864,0.000012
7867,0.000008
7871,0.000010
7875,0.000010
7879,0.000010
7883,0.000010
7891,0.000010
7895,0.000010
7899,0.000010
7903,0.000010
7907,0.000010
7911,0.000010
7915,0.000010
7921,0.000010
7925,0.000010
7932,0.000010
7936,0.000010
7940,0.000010
7947,0.000010
7951,0.000010
7955,0.000010
7959,0.000010
7974,0.000010
7976,0.000010
7979,0.000010
7983,0.000010
7986,0.000010
7990,0.000010
7994,0.000010
7997,0.000010
8001,0.000010
8005,0.000010
8009,0.000010
8017,0.000010
8024,0.000010
8028,0.000010
8032,0.000010
8040,0.000010
8047,0.000010
8052,0.000013
8055,0.000007
8058,0.000010
8062,0.000010
8066,0.000010
8073,0.000010
8077,0.000010
8084,0.000010
8088,0.000010
8091,0.000010
8094,0.000010
8098,0.000010
8100,0.000010
8103,0.000010
8105,0.000011
8109,0.000010
8116,0.000010
8124,0.000010
8127,0.000010
8131,0.000010
8135,0.000010
8142,0.000010
8144,0.000010
8146,0.000010
8150,0.000010
8154,0.000010
8156,0.000005
8160,0.000010
8165,0.000012
8168,0.000008
8180,0.000010
8184,0.000010
8191,0.000010
8195,0.000010
8201,0.000010
8205,0.000010
8209,0.000010
8213,0.000010
8228,0.000008
8232,0.000010
8235,0.000010
8239,0.000010
8254,0.000010
8258,0.000010
8261,0.000010
8265,0.000010
8269,0.000010
8273,0.000010
8276,0.000010
8280,0.000010
8287,0.000010
8290,0.000010
8297,0.000010
8308,0.000010
8320,0.000010
8327,0.000010
8335,0.000010
8339,0.000010
8346,0.000010
8357,0.000010
8361,0.000010
8365,0.000010
8369,0.000010
8376,0.000010
8380,0.000010
8388,0.000012
8391,0.000008
8399,0.000010
8403,0.000010
8407,0.000010
8418,0.000010
8430,0.000010
8434,0.000010
8438,0.000010
8440,0.000012
8444,0.000008
8448,0.000010
8452,0.000010
8456,0.000010
8460,0.000010
8463,0.000010
8465,0.000010
8472,0.000010
8479,0.000010
8483,0.000010
8486,0.000010
8497,0.000010
8501,0.000010
8504,0.000010
8508,0.000010
8514,0.000015
8518,0.000010
8521,0.000010
8525,0.000010
8529,0.000010
8533,0.000010
8537,0.000010
8541,0.000010
8544,0.000010
8548,0.000010
8555,0.000010
8560,0.000010
8563,0.000010
8567,0.000010
8571,0.000010
8575,0.000010
8583,0.000010
8586,0.000013
8599,0.000010
8608,0.000010
8612,0.000010
8616,0.000010
8620,0.000010
8624,0.000010
8632,0.000010
8636,0.000010
8640,0.000010
8656,0.000010
8660,0.000010
8663,0.000010
8674,0.000010
8678,0.000010
8682,0.000010
8690,0.000010
8694,0.000010
8698,0.000010
8706,0.000010
8711,0.000012
8717,0.000010
8725,0.000010
8729,0.000010
8733,0.000010
8736,0.000010
8740,0.000010
8751,0.000010
8755,0.000010
8759,0.000012
8762,0.000008
8766,0.000010
8770,0.000010
8775,0.000013
8778,0.000007
8782,0.000010
8785,0.000010
8789,0.000010
8796,0.000010
8800,0.000010
8804,0.000010
8808,0.000010
8812,0.000010
8823,0.000010
8827,0.000010
8843,0.000010
8850,0.000010
8857,0.000010
8861,0.000010
8873,0.000010
8876,0.000010
8880,0.000010
8884,0.000010
8891,0.000010
8893,0.000005
8898,0.000010
8901,0.000010
8905,0.000010
8909,0.000010
8912,0.000010
8916,0.000010
8920,0.000010
8932,0.000010
8936,0.000010
8948,0.000010
8956,0.000010
8963,0.000010
8965,0.000010
8973,0.000010
8977,0.000010
8989,0.000010
8993,0.000010
8996,0.000010
9004,0.000010
9008,0.000010
9012,0.000010
9016,0.000010
9020,0.000010
9024,0.000010
9028,0.000010
9032,0.000010
9040,0.000010
9044,0.000010
9048,0.000010
9054,0.000010
9059,0.000010
9063,0.000010
9070,0.000010
9078,0.000010
9082,0.000010
9086,0.000010
9090,0.000010
9094,0.000010
9098,0.000010
9101,0.000010
9105,0.000010
9106,0.000010
9108,0.000010
9127,0.000010
9129,0.000010
9137,0.000010
9141,0.000010
9156,0.000010
9160,0.000010
9163,0.000010
9168,0.000010
9172,0.000010
9180,0.000010
9183,0.000010
9197,0.000010
9223,0.000010
9226,0.000010
9230,0.000010
9238,0.000010
9242,0.000010
9246,0.000010
9253,0.000010
9257,0.000010
9261,0.000010
9262,0.000010
9274,0.000010
9276,0.000010
